어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스,평가 인증 년,평가완료여부,평가예정날짜,평가마감날짜,시
구립보라매어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7058,동작구,11590000058,국공립,서울특별시 동작구 여의대방로22길 44 (신대방동),02-826-4503,37.49751525,126.9223598,"야간연장,휴일보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립사당빛나어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6998,동작구,11590000414,국공립,서울특별시 동작구 동작대로29길 118,02-845-6545,37.4912658,126.9765536,"장애아통합,야간연장,시간제보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립아기둥지어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7026,동작구,11590000416,국공립,서울특별시 동작구 상도로 421 108동 108호 (관악현대아파트),02-887-7796,37.49279034,126.9586075,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립아람어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6964,동작구,11590000413,국공립,서울특별시 동작구 상도로30길 40 두산위브트레지움아파트 203동 204호,02-822-8620,37.56647,126.977963,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립은하어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7059,동작구,11590000055,국공립,서울특별시 동작구 여의대방로22아길 77,02-821-0421,37.49582939,126.9251035,"장애아통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립참사랑어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,7012,동작구,11590000022,국공립,서울특별시 동작구 동작대로17길 37 (사당동),02-582-2072,37.48279028,126.9774966,"장애아통합,방과후 통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립키움어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6916,동작구,11590000415,국공립,서울특별시 동작구 매봉로 123 104동 101호,02-2135-6663,37.51021009,126.9497079,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립한울어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7061,동작구,11590000376,국공립,서울특별시 동작구 보라매로9다길 15,02-821-4645,37.49425684,126.9262827,"야간연장,시간제보육",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립흑석어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6976,동작구,11590000036,국공립,서울특별시 동작구 서달로 61,02-813-9598,37.49999038,126.9616935,"야간연장,휴일보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
노들어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,6919,동작구,11590000150,가정,서울특별시 동작구 만양로2길 76 현대씨티빌 102호 (상도동),02-816-0107,37.50739103,126.9513323,"야간연장,시간제보육",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
동작구청어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6928,동작구,11590000254,직장,서울특별시 동작구 장승배기로 161 동작구청 47동 2층 2호(노량진동),02-820-1567,37.51234662,126.9394088,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
두산위브어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7004,동작구,11590000350,가정,서울특별시 동작구 사당로13길 31 관리동 1층,02-536-0066,37.48593008,126.9713552,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
리틀스텝어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,6965,동작구,11590000351,민간,서울특별시 동작구 상도로34길 36-13,02-816-1486,37.50357968,126.9443367,야간연장,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
서울특별시립보라매병원어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7061,동작구,11590000077,직장,서울특별시 동작구 보라매로5길 20 시립보라매병원 본관3층 (신대방동),02-870-2935,37.49324541,126.924459,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
신영어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7064,동작구,11590000183,민간,서울특별시 동작구 여의대방로 28 현대아파트 104동 앞,02-845-9874,37.49466419,126.912119,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아이세상어린이집,B,보통,보통,보통,우수,2021-01-01 0:00:00,6952,동작구,11590000189,민간,서울특별시 동작구 상도로 107 쌍용스위트닷홈아파트상가아이세상어린이집 (상도동),02-812-6775,37.50129774,126.9326719,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
예영어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,7065,동작구,11590000137,가정,"서울특별시 동작구 여의대방로 22 2동 102호(신대방동, 우성아파트)",02-847-4410,37.49234389,126.9116167,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
유한버들새싹어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,6927,동작구,11590000437,직장,서울특별시 동작구 노량진로 74 유한양행,02-828-2506,37.51270279,126.9342612,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
이레어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7009,동작구,11590000369,가정,서울특별시 동작구 사당로10길 1 108호 (사당동),02-523-7830,37.48444366,126.9698905,"야간연장,시간제보육",2021,N,2024. 9. 1,2024. 9. 15,서울특별시
자람어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7020,동작구,11590000337,가정,"서울특별시 동작구 사당로16길 96 102동 101호(사당동, 사당휴먼시아)",02-525-9151,37.47940773,126.9697153,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립꿀송이어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8725,관악구,11620000543,국공립,서울특별시 관악구 성현로 80 관악드림타운아파트 106-104,02-874-2425,37.4898478,126.9529837,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립나래어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8734,관악구,11620000535,국공립,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 112-102,070-7583-7581,37.48896761,126.9606416,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립당곡어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8719,관악구,11620000011,국공립,서울특별시 관악구 봉천로23길 6 (봉천동)  [보라매동],02-884-2267,37.48672203,126.9354418,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립마루어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8715,관악구,11620000534,국공립,서울특별시 관악구 은천로 93 벽산블루밍아파트 503동,02-883-9900,37.487282,126.9452468,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립보라매어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8709,관악구,11620000533,국공립,서울특별시 관악구 당곡6길 63,02-889-6004,37.49286778,126.930642,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립보람어린이집,B,우수,우수,우수,보통,2021-09-01 0:00:00,8730,관악구,11620000536,국공립,서울특별시 관악구 관악로 304 현대아파트 118-101,02-6275-7942,37.49205165,126.9577135,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
구립비안어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8782,관악구,11620000014,국공립,서울특별시 관악구 장군봉6길 8 (봉천동)  [청룡동],02-889-0351,37.48161359,126.9393717,"장애아통합,야간연장",2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
구립아기구름어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8742,관악구,11620000539,국공립,서울특별시 관악구 남부순환로237길 22 1층 (행운동),02-872-2627,37.47937012,126.9607913,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립인헌어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,8798,관악구,11620000562,국공립,서울특별시 관악구 낙성대역14길 6,02-889-8586,37.47389804,126.9642761,"장애아통합,야간연장",2021,N,2024. 6. 1,2024. 6. 15,서울특별시
구립청룡어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8830,관악구,11620000008,국공립,서울특별시 관악구 참숯1길 7 (봉천동)  [청룡동],02-886-1245,37.47885648,126.9422057,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립키즈맘어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8719,관악구,11620000563,국공립,서울특별시 관악구 봉천로23나길 35 101호,02-874-0761,37.48705736,126.9373987,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립토마토어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8797,관악구,11620000538,국공립,서울특별시 관악구 남부순환로248길 78 아이펠리스 101호,02-886-2696,37.47280161,126.9661397,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
꿈나무어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8816,관악구,11620000501,가정,서울특별시 관악구 신림로3가길 45-24 청광아파트 101동 104호,02-878-5403,37.46760244,126.9420779,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
다솜어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8816,관악구,11620000127,민간,"서울특별시 관악구 신림로3길 40 2층 (신림동, 건영아파트 관리동)  [대학동]",02-885-1941,37.46657574,126.9430056,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
보라빛어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8793,관악구,11620000374,가정,서울특별시 관악구 남부순환로246나길 15-2 (봉천동)  [인헌동],02-887-2829,37.47498175,126.9651122,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
새동원어린이집,B,우수,보통,우수,보통,2021-03-01 0:00:00,8763,관악구,11620000181,민간,서울특별시 관악구 남부순환로163가길 10 1-3층 (신림동)  [신사동],02-857-7777,37.48454735,126.9211837,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
소슬어린이집,B,보통,우수,우수,우수,2021-04-01 0:00:00,8725,관악구,11620000246,민간,서울특별시 관악구 성현로 80 성현동] (봉천동),02-6671-6002,37.48961617,126.9490051,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
수피아어린이집,B,보통,우수,우수,우수,2021-07-01 0:00:00,8797,관악구,11620000510,가정,"서울특별시 관악구 인헌12길 46-1 208-103 (봉천동,은천아파트) [인헌동]",02-6014-1212,37.47066395,126.9645625,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아기랑어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8862,관악구,11620000382,가정,"서울특별시 관악구 난곡로 55 205동 103호(신림동, 관악산휴먼시아2단지아파트)",02-864-5825,37.46243039,126.9480608,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아기샘어린이집,B,보통,우수,보통,우수,2021-01-01 0:00:00,8845,관악구,11620000345,가정,"서울특별시 관악구 신림로29길 3-20 107동 104호(신림동, 신림현대아파트)",02-876-1301,37.47515832,126.9331282,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이숲어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8715,관악구,11620000490,가정,서울특별시 관악구 은천로 93 벽산블루밍 아파트 209-102,02-6265-6605,37.487282,126.9452468,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
예삐어린이집,B,우수,보통,우수,우수,2021-07-01 0:00:00,8843,관악구,11620000296,민간,"서울특별시 관악구 문성로 238 1,2층 (신림동)  [신원동]",02-863-7884,37.47878276,126.92985,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
카페24직장어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8708,관악구,11620000564,직장,서울특별시 관악구 보라매로3길 23 2층(카페24직장어린이집),02-6279-2411,37.49110726,126.9255393,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
큐티프리스쿨어린이집,B,우수,우수,보통,보통,2021-07-01 0:00:00,8847,관악구,11620000139,민간,"서울특별시 관악구 호암로 399 관리동 (신림동,삼성산주공아파트)  [삼성동]",02-3285-2030,37.46137254,126.9254535,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한솔어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8730,관악구,11620000479,가정,서울특별시 관악구 관악로 304 현대아파트113동101호,02-882-1894,37.49304798,126.9595424,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
BSP어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,6598,서초구,11650000434,민간,서울특별시 서초구 고무래로 89 반포써밋푸르지오 아파트 단지 내,02-532-0800,37.50071823,127.0186147,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
CJ키즈빌어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,6761,서초구,11650000443,직장,서울특별시 서초구 전원말4길 7,02-586-2022,37.46552581,126.9893123,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
KCC직장어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,6608,서초구,11650000436,직장,서울특별시 서초구 사평대로 334-2 1층,02-3447-9280,37.50369111,127.021194,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
LG전자 서초어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,6772,서초구,11650000440,직장,서울특별시 서초구 양재대로11길 19 고객센터3층,02-503-4013,37.4609732,127.0351808,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
남태령어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6761,서초구,11650000083,국공립,서울특별시 서초구 전원말길 6 (방배동),02-588-0640,37.46581157,126.9887779,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
바른아이어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,6767,서초구,11650000352,가정,"서울특별시 서초구 양재대로2길 90 208동 105호(우면동, LH스타힐스)",02-6406-3688,37.4576053,127.0175711,일반,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
반포퍼스티지솔마을어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6547,서초구,11650000301,민간,서울특별시 서초구 반포대로 275 래미안퍼스티지 아파트 125동앞,02-534-7266,37.50369764,126.9980435,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
산성몬테소리어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6544,서초구,11650000325,민간,서울특별시 서초구 사평대로 253,02-536-5893,37.50525097,127.0110398,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서정어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6677,서초구,11650000201,국공립,서울특별시 서초구 방배천로 48 (방배동),02-581-7227,37.48072829,126.9827743,"야간연장,시간제보육",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
서초2삼성어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6620,서초구,11650000312,직장,서울특별시 서초구 서초대로74길 4 삼성생명 서초타워 3층,02-2055-3481,37.4959613,127.0261239,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 리본타워어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6755,서초구,11650000358,국공립,"서울특별시 서초구 바우뫼로18길 20 101동 1층(양재동, 리본타워)",02-3462-7151,37.47420017,127.0331827,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 반포센트럴자이어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,6509,서초구,11650000448,국공립,서울특별시 서초구 반포대로 310-6 (반포센트럴자이어린이집),02-533-8801,37.50605363,127.0018152,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
서초구립 서초3단지어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6768,서초구,11650000359,국공립,서울특별시 서초구 양재대로2길 34 우면동 408번지 서초보금자리3단지 내 별동,02-572-5004,37.45758089,127.0221666,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
서초구립 서초4동삼풍어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6601,서초구,11650000402,국공립,"서울특별시 서초구 서초중앙로 200 5동, 103호(서초동, 삼풍아파트)",02-535-0222,37.54759008,127.0647963,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 아크로달어린이집,B,우수,보통,우수,보통,2021-07-01 0:00:00,6503,서초구,11650000399,국공립,"서울특별시 서초구 신반포로15길 19 104동 (아크로리버파크아파트, 반포동)",02-537-3940,37.50610298,126.9928239,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 아크로별어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6503,서초구,11650000395,국공립,"서울특별시 서초구 신반포로15길 19 100동(반포동, 아크로리버파크)",02-3478-1442,37.50641028,126.9938564,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 아크로해어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6503,서초구,11650000396,국공립,"서울특별시 서초구 신반포로15길 19 106동 1층(반포동, 아크로리버파크)",02-3478-0542,37.50673827,126.9942432,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 에스티지하늘어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6624,서초구,11650000403,국공립,"서울특별시 서초구 서운로 107 1층(서초2동, 래미안서초에스티지 아파트)",02-523-0478,37.49262588,127.0255897,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 잠원햇살어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6518,서초구,11650000397,국공립,"서울특별시 서초구 잠원로8길 25 1층 (잠원동, 래미안신반포팰리스)",02-536-8725,37.51390071,127.0127023,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립 포레스타7단지어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6802,서초구,11650000357,국공립,서울특별시 서초구 청계산로11길 7-12 708동 1층,070-7204-2030,37.44401898,127.062171,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서초구립하나푸르니반포어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6593,서초구,11650000339,국공립,서울특별시 서초구 서초중앙로33길 10 반포4동,02-592-5181,37.50134787,127.0107498,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
언남해피어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,6780,서초구,11650000024,민간,서울특별시 서초구 동산로13길 35 (양재동),02-576-7525,37.47233011,127.0430079,야간연장,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
키즈랜드어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6767,서초구,11650000338,민간,서울특별시 서초구 양재대로2길 90 서초보금자리2단지 관리동,02-3462-3500,37.4576053,127.0175711,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
가로수 어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6029,강남구,11680000427,국공립,서울특별시 강남구 압구정로18길 28 신구초등학교,02-511-5466,37.5233613,127.0239915,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
가온어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6365,강남구,11680000416,국공립,서울특별시 강남구 헌릉로618길 8 대왕초등학교내,02-445-7890,37.46430376,127.1055047,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
광림어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,6031,강남구,11680000441,민간,서울특별시 강남구 논현로175길 49,02-2056-5743,37.52435558,127.0259874,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
다솜어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,6347,강남구,11680000406,가정,"서울특별시 강남구 광평로51길 27 402동 104호(수서동, 삼익아파트)",02-445-2982,37.48964377,127.1010485,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
대웅 리틀베어 어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,6170,강남구,11680000373,직장,서울특별시 강남구 봉은사로114길 12,02-550-8885,37.51442782,127.0654697,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
대치도담 어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6205,강남구,11680000426,국공립,서울특별시 강남구 선릉로64길 33 도곡초등학교(대치4동),02-565-6433,37.49950701,127.0544455,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
대치팰리스어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6280,강남구,11680000466,민간,서울특별시 강남구 삼성로51길 37 래미안대치팰리스 1단지 관리동,02-3482-4361,37.49343628,127.0576978,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
도토리소풍넥슨 강남어린이집,A,우수,우수,우수,우수,2021-12-01 0:00:00,6124,강남구,11680000495,직장,서울특별시 강남구 강남대로110길 36 (역삼동),02-538-1026,37.50391269,127.0280053,일반,2021,N,2024. 12. 1,2024. 12. 15,서울특별시
래미안도곡카운티어린이집,B,우수,보통,우수,우수,2021-07-01 0:00:00,6275,강남구,11680000414,민간,서울특별시 강남구 선릉로 227 래미안도곡카운티아파트 관리동,02-3462-7942,37.49583888,127.0527375,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
브니엘어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,6334,강남구,11680000346,가정,"서울특별시 강남구 개포로109길 21 304동 106호(개포동, 대청아파트)",02-6160-5571,37.4939874,127.0750955,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
빛의숲어린이집,A,우수,우수,우수,우수,2021-11-01 0:00:00,6025,강남구,11680000493,가정,서울특별시 강남구 논현로158길 19 1층,02-542-5857,37.52217218,127.029996,일반,2021,N,2024. 11. 1,2024. 11. 15,서울특별시
세곡연두 어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6374,강남구,11680000429,국공립,서울특별시 강남구 자곡로3길 22 LH강남3단지(관리동),02-451-4488,37.47112363,127.0910855,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
수연어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6097,강남구,11680000417,국공립,서울특별시 강남구 봉은사로59길 22 .,02-546-6873,37.51244392,127.0455566,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아기사랑 어린이집,B,보통,우수,우수,우수,2021-07-01 0:00:00,6263,강남구,11680000388,가정,서울특별시 강남구 도곡로18길 34 3동 103호(도곡현대아파트),02-571-3022,37.49098792,127.039257,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
이레어린이집,B,우수,우수,보통,보통,2021-07-01 0:00:00,6043,강남구,11680000430,가정,서울특별시 강남구 강남대로146길 28 103동 101호,02-516-2003,37.51466501,127.0229843,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
초록어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6366,강남구,11680000385,국공립,서울특별시 강남구 헌릉로590길 63 세곡5단지 리엔파크 관리동,02-445-2326,37.46033783,127.1016068,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
충현어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,6136,강남구,11680000104,민간,서울특별시 강남구 테헤란로27길 40 1층(역삼동),02-554-7055,37.50498851,127.0375567,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
킹스키즈어린이집,B,우수,우수,보통,우수,2021-02-01 0:00:00,6204,강남구,11680000167,민간,서울특별시 강남구 도곡로73길 31-1,02-3453-1997,37.49981933,127.0562249,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
포도나무 어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,6355,강남구,11680000383,가정,서울특별시 강남구 광평로19길 15 목련타운 아파트 109동103호,02-445-9486,37.48462479,127.0853167,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
포레스트어린이집,A,우수,우수,우수,우수,2021-11-01 0:00:00,6310,강남구,11680000496,국공립,서울특별시 강남구 개포로 264,02-2058-3788,37.47943719,127.053163,야간연장,2021,N,2024. 11. 1,2024. 11. 15,서울특별시
포스코 제1 어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,6194,강남구,11680000337,직장,서울특별시 강남구 테헤란로 440 (대치동),02-3457-6282,37.50576261,127.0561048,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
포스코 제2 어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,6194,강남구,11680000491,직장,서울특별시 강남구 테헤란로 440 포스코센터 4층,02-3457-6591,37.50627215,127.056493,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
한별어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6165,강남구,11680000340,국공립,서울특별시 강남구 봉은사로82길 23 (삼성동),02-569-8711,37.51178125,127.0554951,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한신휴플러스어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,6378,강남구,11680000412,민간,서울특별시 강남구 밤고개로27길 20 관리동,02-578-7866,37.46932164,127.1108221,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
현대모비스모아어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,6131,강남구,11680000492,직장,서울특별시 강남구 테헤란로13길 34,02-3454-0062,37.50187767,127.0319373,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
현대오토에버 늘해랑어린이집,A,우수,우수,우수,우수,2021-12-01 0:00:00,6185,강남구,11680000494,직장,서울특별시 강남구 삼성로84길 13,02-3453-0053,37.50558517,127.0587247,일반,2021,N,2024. 12. 1,2024. 12. 15,서울특별시
현대오토에버 어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,6171,강남구,11680000479,직장,서울특별시 강남구 테헤란로113길 12,02-6200-4055,37.50926015,127.0671609,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
AJ어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5836,송파구,11710000718,직장,서울특별시 송파구 정의로8길 9 문정동 640-5,02-6240-1490,37.48638355,127.1164979,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
개롱어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5820,송파구,11710000408,국공립,서울특별시 송파구 동남로 225 가락래미안파크팰리스아파트 관리동 1층,02-400-7052,37.49811808,127.1321282,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
꽃뜰어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5817,송파구,11710000151,가정,"서울특별시 송파구 새말로8길 12 104동 102호(문정동, 건영아파트)",02-449-3759,37.48085061,127.1260034,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
꿈에그린어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5853,송파구,11710000690,가정,"서울특별시 송파구 위례광장로 121 장지동 901, 위례24단지 2413동 101호",02-401-7775,37.47686666,127.1382162,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
나무어린이집,B,우수,우수,우수,우수,2021-01-01 0:00:00,5660,송파구,11710000659,가정,"서울특별시 송파구 중대로31길 18 가동 103호(오금동, 현대타운)",02-403-0613,37.50573025,127.1291225,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
다래어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5769,송파구,11710000058,민간,서울특별시 송파구 오금로42길 9,02-404-0237,37.4971474,127.1343408,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
