어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
노벨어린이집,A,우수,우수,우수,우수,2021-07-01,4331,용산구,11170000164,가정,서울특별시 용산구 후암로22길 10 104호(후암동),02-796-7270,37.5513978116851,126.977294962797,일반
누리터어린이집,A,우수,우수,우수,우수,2023-12-01,4315,용산구,11170000112,가정,"서울특별시 용산구 백범로90길 74 102동 102호(문배동, 용산이안아파트)",02-6401-2379,37.5367195,126.9685765,일반
늘봄어린이집,B,우수,보통,우수,우수,2022-09-01,4374,용산구,11170000193,국공립,서울특별시 용산구 이촌로2가길 122 105동 106호,02-702-2522,37.56647,126.977963,일반
늘해랑어린이집,A,우수,우수,우수,우수,2021-02-01,4380,용산구,11170000124,가정,"서울특별시 용산구 이촌로29길 21-7 101동 101호(한강로3가, 우림필유아파트)",02-792-4683,37.52546826,126.9597476,일반
더프라임어린이집,A,우수,우수,우수,우수,2023-02-01,4315,용산구,11170000184,민간,"서울특별시 용산구 원효로90길 11 (원효로1가, 용산더프라임)",02-712-1880,37.54039598047992,126.96971637235517,일반
도원삼성어린이집,A,우수,우수,우수,우수,2020-01-01,4356,용산구,11170000145,가정,"서울특별시 용산구 새창로 70 112동 104호(도원동, 삼성래미안아파트)",02-712-4242,37.5383072,126.9552593,일반
도원어린이집,A,우수,우수,우수,우수,2022-07-01,4356,용산구,11170000022,국공립,서울특별시 용산구 효창원로37마길 8 도원어린이집 (용문동),02-701-1284,37.53825626,126.9585708,야간연장
동부이촌어린이집,A,우수,우수,우수,우수,2023-01-01,4421,용산구,11170000203,국공립,서울특별시 용산구 이촌로 193 관리동 1층,02-797-7857,37.5215935377,126.9683936564,일반
동빙고어린이집,A,우수,우수,우수,우수,2022-12-01,4398,용산구,11170000027,국공립,서울특별시 용산구 녹사평대로14길 7 (동빙고동),02-795-3935,37.52357987,126.9939889,"장애아통합,야간연장"
딩동댕어린이집,B,보통,우수,보통,우수,2022-09-01,4358,용산구,11170000177,가정,"서울특별시 용산구 효창원로 17 101동 101호(산천동,리버힐삼성아파트)",02-6010-5437,37.534997809438096,126.94909182213824,일반
맑은숲어린이집,A,우수,우수,우수,우수,2023-05-01,4417,용산구,11170000198,국공립,서울특별시 용산구 한남대로40길 76 맑은숲어린이집,02-798-3500,37.5450381635,127.0032951499,야간연장
맘앤키즈어린이집,B,우수,우수,보통,우수,2021-07-01,4358,용산구,11170000141,가정,"서울특별시 용산구 효창원로 17 107동 105호(산천동, 삼성리버힐아파트)",02-719-4183,37.53487888,126.9508027,일반
목멱어린이집,A,우수,우수,우수,우수,2021-02-01,4346,용산구,11170000208,국공립,서울특별시 용산구 회나무로12나길 10,02-6954-2057,37.53904801482917,126.99092548482405,일반
미래어린이집,A,우수,우수,우수,우수,2022-04-01,4331,용산구,11170000180,국공립,서울특별시 용산구 후암로16나길 13,02-752-5506,37.54903665238563,126.97830878870784,야간연장
반석어린이집,B,보통,우수,보통,보통,2023-03-01,4312,용산구,11170000069,민간,서울특별시 용산구 효창원로 178 (청파동3가),02-719-9271,37.54361561,126.9626628,일반
백송어린이집,A,우수,우수,우수,우수,2022-07-01,4312,용산구,11170000036,국공립,서울특별시 용산구 효창원로76길 25-6,02-718-3103,37.54354693,126.9633574,"장애아통합,야간연장"
보광 어린이집,A,우수,우수,우수,우수,2022-06-01,4415,용산구,11170000004,국공립,서울특별시 용산구 보광로12가길 48-4 보광 어린이집 (보광동),02-795-2844,37.52879893,127.000913,"장애아통합,야간연장"
사랑꿈어린이집,A,우수,우수,우수,우수,2023-09-01,4368,용산구,11170000200,국공립,서울특별시 용산구 원효로 216 관리동 1층,070-7767-6300,37.5367226428,126.9665271675,일반
사랑나무어린이집,A,우수,우수,우수,우수,2023-11-01,4336,용산구,11170000199,가정,서울특별시 용산구 후암로 4-8 후암동,02-2213-2929,37.54635357009264,126.97881652121346,야간연장
사무엘 어린이집,A,우수,우수,우수,우수,2022-07-01,4351,용산구,11170000028,법인?단체등,서울특별시 용산구 이태원로15길 1 (이태원동),02-796-7470,37.53458993,126.9902135,야간연장
삼각지어린이집,C,개선필요,우수,우수,우수,2022-12-01,4375,용산구,11170000210,국공립,"서울특별시 용산구 백범로99길 40 1,2층",02-797-9424,37.53582388324484,126.97164618985347,일반
삼일어린이집,A,우수,우수,우수,우수,2020-02-01,4378,용산구,11170000201,직장,"서울특별시 용산구 한강대로 95 B동 4층 410호(한강로2가,래미안용산)",02-794-8831,37.52954731337001,126.96739471952138,일반
상록어린이집,A,우수,우수,우수,우수,2022-09-01,4319,용산구,11170000059,민간,서울특별시 용산구 백범로45길 4 (효창동),02-715-1009,37.54095702,126.9583035,일반
새꿈어린이집,B,우수,우수,보통,우수,2020-01-01,4323,용산구,11170000077,국공립,서울특별시 용산구 후암로57길 26 (동자동),02-775-6514,37.55238518,126.9733573,야간연장
새날어린이집,A,우수,우수,우수,우수,2020-01-01,4354,용산구,11170000073,민간,서울특별시 용산구 새창로8길 7 삼성래미안아파트 2단지내 관리동1층 (도원동),02-718-6635,37.5383072,126.9552593,일반
새둥지어린이집,A,우수,우수,우수,우수,2022-03-01,4422,용산구,11170000191,가정,서울특별시 용산구 이촌로65가길 3 110동 101호,02-796-5025,37.5223116372,126.9719635243,일반
새랑꿈이랑 어린이집,B,우수,우수,우수,보통,2022-04-01,4354,용산구,11170000080,민간,서울특별시 용산구 새창로 70 삼성래미안아파트 단지내 (도원동),02-3273-2992,37.5383072,126.9552593,일반
새순어린이집,A,우수,우수,우수,우수,2022-09-01,4361,용산구,11170000192,국공립,"서울특별시 용산구 원효로35길 37-7 1,2층",02-716-7930,37.5348941342334,126.95519141061648,야간연장
새싹어린이집,A,우수,우수,우수,우수,2023-02-01,4364,용산구,11170000010,국공립,서울특별시 용산구 원효로67길 13 (원효로2가),02-701-7289,37.53756691,126.9638906,야간연장
샘물어린이집,A,우수,우수,우수,우수,2021-07-01,4361,용산구,11170000188,국공립,서울특별시 용산구 원효로4가 원효로19길 49,02-701-0505,37.53421027177274,126.9545941511218,장애아통합
생각이자라는어린이집,A,우수,우수,우수,우수,2023-05-01,4381,용산구,11170000163,가정,"서울특별시 용산구 이촌로 100-8 103동 102호 (이촌제2동, 동아그린아파트)",02-6352-3030,37.5172575600838,126.978274263952,일반
서계어린이집,A,우수,우수,우수,우수,2022-01-01,4300,용산구,11170000005,국공립,서울특별시 용산구 청파로93길 25 서계어린이집,02-715-6046,37.55352595,126.9682985,야간연장
서머힐어린이집,A,우수,우수,우수,우수,2023-07-01,4392,용산구,11170000153,가정,"서울특별시 용산구 장문로 27 상가동, 102호 (이태원동, 청화아파트)",02-6241-0081,37.52910835195778,126.9936735717406,야간연장
서빙고어린이집,B,우수,우수,우수,보통,2023-09-01,4398,용산구,11170000155,국공립,서울특별시 용산구 녹사평대로 66 대우푸르지오파크타운 208동앞,02-749-6937,37.52519906,126.9947308,"장애아통합,야간연장"
소월어린이집,A,우수,우수,우수,우수,2023-11-01,4339,용산구,11170000007,국공립,서울특별시 용산구 신흥로18길 3-5,02-749-5391,37.54613603,126.9858175,야간연장
솔어린이집,A,우수,우수,우수,우수,2019-08-01,4394,용산구,11170000026,국공립,서울특별시 용산구 장문로 95 (보광동),02-797-6858,37.52630015,127.0001453,야간연장
숙명여자대학교어린이집,C,우수,우수,우수,개선필요,2022-09-01,4310,용산구,11170000182,직장,서울특별시 용산구 청파로47길 100 사회교육관 1층(숙명여자대학교 제2캠퍼스),02-2077-7952,37.54547273221996,126.96507482960452,일반
숲속키즈어린이집,C,개선필요,우수,우수,우수,2022-04-01,4354,용산구,11170000146,가정,"서울특별시 용산구 새창로 70 103동 102호 (도원동,삼성래미안아파트)",02-702-5437,37.53643829,126.9591188,야간연장
스타터즈어린이집,B,우수,보통,우수,보통,2021-09-01,4427,용산구,11170000092,민간,서울특별시 용산구 이촌로 174 동부센트레빌 105,02-749-8247,37.52095297,126.9665017,일반
신태양 어린이집,A,우수,우수,우수,우수,2023-02-01,4300,용산구,11170000079,민간,서울특별시 용산구 만리재로 178 (서계동),02-702-0338,37.55399714,126.9660274,일반
아모레퍼시픽 서울어린이집,A,우수,우수,우수,우수,2019-01-01,4386,용산구,11170000197,직장,서울특별시 용산구 한강대로 100 (주)아모레퍼시픽 2층,02-709-5193,37.5287908187,126.9686757151,일반
아이뜰어린이집,A,우수,우수,우수,우수,2022-12-01,4422,용산구,11170000138,가정,서울특별시 용산구 이촌로71길 10 210동 103호,02-749-1684,37.521348924,126.9701584601,일반
아이제일어린이집,A,우수,우수,우수,우수,2023-11-01,4348,용산구,11170000119,직장,서울특별시 용산구 이태원로49길 24-7 아이제일어린이집 (한남동),02-797-8551,37.53746496,126.9992936,일반
엘지유플러스어린이집,A,우수,우수,우수,우수,2023-01-01,4379,용산구,11170000094,직장,서울특별시 용산구 한강로3가 한강대로 32,070-8277-4119,37.52384284000428,126.9635283068631,일반
영락어린이집,A,우수,우수,우수,우수,2023-02-01,4336,용산구,11170000030,사회복지법인,서울특별시 용산구 후암로4길 70 (후암동),02-775-2157,37.54843004,126.9813118,장애아통합
영주어린이집,A,우수,우수,우수,우수,2023-01-01,4336,용산구,11170000109,민간,서울특별시 용산구 두텁바위로 91 (후암동),02-318-2242,37.54743044,126.9816898,일반
예꿈어린이집,A,우수,우수,우수,우수,2023-01-01,4428,용산구,11170000126,가정,서울특별시 용산구 이촌로 347 1동 102호,070-8776-7070,37.5190384636,126.9896383594,일반
완두콩어린이집,A,우수,우수,우수,우수,2022-03-01,4304,용산구,11170000091,가정,서울특별시 용산구 청파로71길 58 아이딜아파트 101호 (청파동1가),02-3272-3368,37.54942454,126.9669722,일반
용문어린이집,A,우수,우수,우수,우수,2022-12-01,4363,용산구,11170000196,국공립,서울특별시 용산구 효창원로 88 브라운스톤용산 104-103,02-711-3136,37.56647,126.977963,일반
용산교회어린이집,A,우수,우수,우수,우수,2022-07-01,4316,용산구,11170000008,법인?단체등,서울특별시 용산구 원효로1가 백범로77길 36,02-3272-9521,37.53982444,126.9655838,야간연장
용산구청직장어린이집,B,우수,우수,우수,우수,2021-02-01,4390,용산구,11170000140,직장,서울특별시 용산구 녹사평대로 150 종합행정타운 1층 (이태원동),02-794-2543,37.53244208,126.9903466,일반
용산소방서직장어린이집,A,우수,우수,우수,우수,2021-02-01,4375,용산구,11170000206,직장,서울특별시 용산구 한강대로 167 용산소방서,02-749-6034,37.53408944063891,126.971578961863,일반
용산어린이집,A,우수,우수,우수,우수,2022-01-01,4386,용산구,11170000021,국공립,서울특별시 용산구 한강로2가 한강대로38길 28 용산어린이집,02-795-0432,37.528142242670505,126.96922807094676,"야간연장,시간제보육"
용산캐슬어린이집,A,우수,우수,우수,우수,2021-02-01,4317,용산구,11170000205,국공립,"서울특별시 용산구 백범로 313 키즈클럽(효창동,롯데캐슬센터포레)",02-712-7942,37.53981745015118,126.9630735859234,일반
원효루미니어린이집,A,우수,우수,우수,우수,2023-09-01,4314,용산구,11170000213,국공립,서울특별시 용산구 원효로97길 15 1층,02-713-4777,37.54145907380427,126.96938101184236,일반
원효어린이집,A,우수,우수,우수,우수,2022-06-01,4363,용산구,11170000014,국공립,서울특별시 용산구 원효로41가길 14-19,02-704-2463,37.53480088,126.9566433,야간연장
이촌어린이집,B,우수,우수,보통,우수,2022-01-01,4374,용산구,11170000020,국공립,서울특별시 용산구 이촌로14길 11-22,02-713-9920,37.52707429558434,126.9544762958136,"장애아통합,야간연장"
이태원삼성어린이집,A,우수,우수,우수,우수,2020-01-01,4349,용산구,11170000051,민간,서울특별시 용산구 이태원로27길 34-30,02-3785-2478,37.53532514,126.9953858,일반
이태원어린이집,A,우수,우수,우수,우수,2022-01-01,4351,용산구,11170000019,국공립,서울특별시 용산구 녹사평대로40나길 38-3,02-798-2592,37.53627931,126.9888363,야간연장
절제어린이집,B,우수,우수,우수,보통,2023-12-01,4324,용산구,11170000012,사회복지법인,서울특별시 용산구 후암로57길 57 (동자동),02-771-4937,37.55092073,126.9741571,야간연장
즐거운어린이집,B,보통,우수,우수,우수,2020-01-01,4421,용산구,11170000162,가정,서울특별시 용산구 이촌로 201 202동 101호(한가람아파트),02-792-4656,37.52134980870069,126.9701554373006,일반
지구촌어린이집,A,우수,우수,우수,우수,2023-03-01,4346,용산구,11170000185,국공립,서울특별시 용산구 회나무로28길 13,02-797-7664,37.539379673754325,126.99219724016912,"야간연장,시간제보육"
청운어린이집,B,우수,우수,우수,보통,2021-02-01,4306,용산구,11170000061,민간,서울특별시 용산구 효창원로94길 23 (청파동1가),02-715-1657,37.54828177,126.9647823,야간연장
청파어린이집,A,우수,우수,우수,우수,2019-09-01,4309,용산구,11170000011,국공립,서울특별시 용산구 청파로49길 19 (청파동2가),02-716-7998,37.54528251,126.9690391,야간연장
청화어린이집,B,우수,보통,우수,우수,2021-01-01,4416,용산구,11170000049,가정,"서울특별시 용산구 보광로 14 A동 108호(보광동, 신동아1차아파트)",02-3785-1684,37.52574417,127.0017389,일반
초록어린이집,A,우수,우수,우수,우수,2023-08-01,4421,용산구,11170000171,가정,"서울특별시 용산구 이촌로 181 108동 103호(이촌동, 한강대우아파트)",02-790-2221,37.52243120840031,126.97093779275336,일반
큰나래어린이집,A,우수,우수,우수,우수,2022-06-01,4387,용산구,11170000209,국공립,"서울특별시 용산구 서빙고로 17 102동 1,2,3층",02-797-7703,37.52525530284135,126.9678957636705,장애아통합
